prenom,nbdenaissances
Régis,1 899 naissances
Laure,1 866 naissances
Jean-Philippe,1 862 naissances
Serge,1 860 naissances
Dominique,1 855 naissances
Brigitte,1 840 naissances
Alexandre,1 826 naissances
Jean-Christophe,1 810 naissances
Michaël,1 807 naissances
Géraldine,1 798 naissances
Claire,1 765 naissances
Claude,1 729 naissances
Marie-Laure,1 726 naissances
Chantal,1 693 naissances
Joël,1 691 naissances
Rachel,1 590 naissances
Cyrille,1 587 naissances
Yann,1 586 naissances
Christel,1 550 naissances
Séverine,1 538 naissances
Lydie,1 518 naissances
Yves,1 491 naissances
Bernard,1 483 naissances
Raphaël,1 433 naissances
Christèle,1 394 naissances
Jacques,1 385 naissances
William,1 375 naissances
Laëtitia,1 360 naissances
Evelyne,1 324 naissances
Bénédicte,1 306 naissances
Mireille,1 300 naissances
Luc,1 283 naissances
Cathy,1 259 naissances
Loïc,1 231 naissances
Manuel,1 231 naissances
Estelle,1 226 naissances
Annie,1 195 naissances
Jean-Claude,1 181 naissances
Marie-Pierre,1 179 naissances
Maryline,1 175 naissances
Francis,1 164 naissances
Aline,1 153 naissances
Cédric,1 151 naissances
Nadège,1 130 naissances
Antoine,1 123 naissances
Florent,1 112 naissances
Claudine,1 103 naissances
Lydia,1 101 naissances
Marie-Christine,1 082 naissances
Samuel,1 048 naissances
Gérard,1 028 naissances
Jean-Marie,1 015 naissances
Jean-Yves,1 005 naissances
Rodolphe,1 000 naissances
André,985 naissances
Damien,977 naissances
Nelly,965 naissances
Gaëlle,963 naissances
Anne-Marie,958 naissances
Eddy,949 naissances
Grégory,949 naissances
Gérald,947 naissances
Jean-Louis,944 naissances
Jean-Paul,905 naissances
Sabrina,896 naissances
Georges,895 naissances
Karim,883 naissances
Guy,872 naissances
Angélique,849 naissances
Joseph,846 naissances
Corine,843 naissances
Barbara,841 naissances
Anthony,827 naissances
Tony,817 naissances
Antonio,817 naissances
Alexandra,813 naissances
Marie-Hélène,813 naissances
Odile,808 naissances
Michèle,801 naissances
Thomas,800 naissances
Annick,796 naissances
Carine,778 naissances
Stephan,775 naissances
Nicole,769 naissances
Yvan,757 naissances
Mohamed,750 naissances
Chrystelle,745 naissances
Martial,731 naissances
Joëlle,716 naissances
Ghislaine,707 naissances
Armelle,703 naissances
Charles,700 naissances
Anne-Sophie,699 naissances
Renaud,691 naissances
Jean-Jacques,686 naissances
Sarah,676 naissances
Jacky,667 naissances
Paul,663 naissances
Maryse,663 naissances
Jocelyne,660 naissances
Robert,659 naissances
Anita,655 naissances
Romuald,651 naissances
Mickael,648 naissances
Marie-France,647 naissances
Jacqueline,638 naissances
Rémy,628 naissances
Malika,626 naissances
Monique,617 naissances
Dorothée,608 naissances
Fatima,599 naissances
Carlos,594 naissances
Henri,591 naissances
Hugues,590 naissances
Sylvia,576 naissances
Blandine,573 naissances
Jean-Charles,573 naissances
Rémi,572 naissances
Marielle,572 naissances
Frank,569 naissances
Danielle,565 naissances
Marie-Noëlle,564 naissances
Julien,560 naissances
Régine,555 naissances
Magalie,547 naissances
Geneviève,529 naissances
Natacha,525 naissances
Olivia,522 naissances
Edith,518 naissances
Willy,516 naissances
Rachid,515 naissances
Alexis,512 naissances
Chrystèle,509 naissances
Etienne,507 naissances
Sylviane,503 naissances
Farid,497 naissances
Linda,490 naissances
Noël,483 naissances
Clarisse,482 naissances
Hubert,474 naissances
Jean-Noël,473 naissances
Dalila,468 naissances
Christiane,468 naissances
René,463 naissances
Wilfrid,458 naissances
Freddy,455 naissances
Edwige,451 naissances
Mathieu,451 naissances
Ingrid,448 naissances
Marianne,448 naissances
Coralie,447 naissances
Marie-Claude,438 naissances
Viviane,436 naissances
Gaël,435 naissances
Louis,434 naissances
Marlène,433 naissances
Roger,430 naissances
Antony,429 naissances
Gwenaëlle,428 naissances
Mylène,422 naissances
Marie-Claire,413 naissances
Nora,406 naissances
Bernadette,390 naissances
Francine,389 naissances
Roland,389 naissances
Gilbert,387 naissances
Annabelle,384 naissances
Claudie,384 naissances
Romain,380 naissances
Benjamin,377 naissances
Juan,373 naissances
Ali,372 naissances
Betty,368 naissances
Erwan,366 naissances
Francisco,364 naissances
Lilian,363 naissances
Marie-Line,362 naissances
Michelle,361 naissances
Kamel,360 naissances
Josiane,354 naissances
Elodie,353 naissances
Gisèle,353 naissances
Ahmed,347 naissances
Marjorie,345 naissances
Gaétan,345 naissances
Chrystel,342 naissances
Ronan,341 naissances
Victor,340 naissances
Vanessa,339 naissances
Gabriel,335 naissances
Anna,335 naissances
Valéry,334 naissances
Marie-Ange,331 naissances
Danièle,329 naissances
Judith,327 naissances
Marcel,327 naissances
Astrid,327 naissances
Farida,325 naissances
Aude,325 naissances
Noëlle,323 naissances
Anne-Laure,318 naissances
Aurélie,316 naissances
Thérèse,313 naissances
Leïla,312 naissances
Edouard,310 naissances
Marie-Thérèse,305 naissances
James,305 naissances
Dany,304 naissances
Aurore,300 naissances
Jocelyn,296 naissances
Elise,294 naissances
Colette,294 naissances
Fatiha,293 naissances
Florian,292 naissances
Cécilia,292 naissances
Fanny,291 naissances
Alice,289 naissances
Marie-José,284 naissances
Karl,283 naissances
Fernando,283 naissances
Claudia,282 naissances
Karima,281 naissances
Maurice,278 naissances
Juliette,277 naissances
Miguel,276 naissances
Maud,276 naissances
Julie,276 naissances
Abdelkader,273 naissances
Yolande,272 naissances
Norbert,270 naissances
Yamina,268 naissances
Jean-Baptiste,266 naissances
Dolorès,264 naissances
Nancy,263 naissances
Marina,261 naissances
Mario,260 naissances
Irène,259 naissances
Samia,258 naissances
France,257 naissances
Raymond,256 naissances
Ana,255 naissances
Reynald,255 naissances
Marion,254 naissances
Johnny,254 naissances
Eliane,254 naissances
Mathilde,252 naissances
Marilyne,249 naissances
Saïd,244 naissances
Pierre-Yves,244 naissances
Johann,242 naissances
Loëtitia,242 naissances
Mikaël,240 naissances
Boris,238 naissances
Esther,235 naissances
Jeanne,235 naissances
Roselyne,234 naissances
Marie-Françoise,234 naissances
Nordine,234 naissances
Ivan,233 naissances
Guylaine,233 naissances
Solange,233 naissances
Luis,233 naissances
Grégoire,230 naissances
Marie-Paule,229 naissances
Steve,229 naissances
Clotilde,228 naissances
Yvon,228 naissances
Alex,228 naissances
Djamel,228 naissances
Paulo,227 naissances
Liliane,227 naissances
Aïcha,225 naissances
Isabel,225 naissances
Carmen,225 naissances
Maxime,223 naissances
Djamila,223 naissances
Jimmy,222 naissances
Mustapha,222 naissances
Brice,222 naissances
Lucien,221 naissances
Yasmina,220 naissances
Matthieu,220 naissances
Eve,219 naissances
Tania,218 naissances
Lucie,217 naissances
Jean-Bernard,216 naissances
Denise,212 naissances
Albert,211 naissances
Sylvaine,211 naissances
Salima,210 naissances
John,209 naissances
Olga,208 naissances
Rosa,207 naissances
Walter,206 naissances
Elsa,204 naissances
Rudy,204 naissances
Mathias,204 naissances
Audrey,199 naissances
Cendrine,196 naissances
Pascaline,196 naissances
Max,196 naissances
Marylène,195 naissances
Gwenaël,195 naissances
Manuela,195 naissances
Lucile,194 naissances
Paola,193 naissances
Christina,192 naissances
Adeline,192 naissances
François-Xavier,189 naissances
Marie-Agnès,189 naissances
Annabel,187 naissances
Agathe,187 naissances
Ariane,184 naissances
Simon,183 naissances
Jean-Sébastien,183 naissances
Raphaëlle,183 naissances
Gildas,182 naissances
Gabrielle,182 naissances
Pierrick,180 naissances
Joaquim,178 naissances
Mélanie,176 naissances
Ghislain,173 naissances
Carol,173 naissances
Rose,171 naissances
Suzanne,171 naissances
Roseline,171 naissances
Laura,171 naissances
Mourad,170 naissances
Marie-Josée,169 naissances
Graziella,169 naissances
Rose-Marie,168 naissances
Alban,168 naissances
Rodrigue,167 naissances
Kathy,167 naissances
Zohra,167 naissances
Lise,167 naissances
Rachida,167 naissances
Sybille,166 naissances
Line,165 naissances
Marie-Laurence,164 naissances
Samira,163 naissances
Mehdi,162 naissances
Joâo,161 naissances
Katy,161 naissances
Marie-Cécile,161 naissances
Stella,160 naissances
Lynda,159 naissances
Charlotte,159 naissances
Manuella,159 naissances
Marine,159 naissances
Amar,153 naissances
Eddie,153 naissances
Louisa,153 naissances
Marie-Anne,150 naissances
Sophia,150 naissances
Angelina,149 naissances
Pedro,148 naissances
Marie-Odile,148 naissances
Alexia,148 naissances
Samir,147 naissances
Josétte,147 naissances
Yvette,147 naissances
Jorge,146 naissances
Clara,146 naissances
Eva,145 naissances
Axel,145 naissances
Bérangère,143 naissances
Stanislas,143 naissances
Cristelle,143 naissances
Johan,142 naissances
Jérémie,139 naissances
Marguerite,139 naissances
Frantz,138 naissances
Jean-Pascal,138 naissances
Joséphine,138 naissances
Emilie,138 naissances
Micheline,138 naissances
Violaine,137 naissances
Soraya,136 naissances
Alexandrine,134 naissances
Brahim,133 naissances
Hakim,132 naissances
Célia,132 naissances
Raynald,131 naissances
Diane,131 naissances
Nasser,131 naissances
Martin,127 naissances
Karen,126 naissances
Lionnel,125 naissances
Gladys,125 naissances
Omar,125 naissances
Marie-Rose,124 naissances
Tristan,124 naissances
Frederick,122 naissances
Joachim,121 naissances
Dany,121 naissances
Erick,121 naissances
Helena,120 naissances
Salim,120 naissances
Madeleine,119 naissances
Amélie,119 naissances
Fatma,118 naissances
Raoul,117 naissances
Armand,117 naissances
Pierrette,117 naissances
Bérengère,117 naissances
Karin,116 naissances
Rozenn,116 naissances
Jamel,115 naissances
Roberto,115 naissances
Clément,115 naissances
Gwénola,115 naissances
Naïma,114 naissances
Hocine,114 naissances
Camille,114 naissances
Anne-Lise,113 naissances
Andrée,113 naissances
Lucia,112 naissances
Thibault,112 naissances
Antoinette,112 naissances
Cristina,112 naissances
Paolo,112 naissances
Fernand,112 naissances
Angela,111 naissances
Simone,111 naissances
Williams,111 naissances
Guylène,111 naissances
Maryvonne,111 naissances
Paula,110 naissances
Fadila,110 naissances
Noura,110 naissances
Réjane,108 naissances
Anne-Claire,107 naissances
Félix,107 naissances
Sacha,107 naissances
Elisa,107 naissances
Anne-Cécile,106 naissances
Thibaud,105 naissances
Nassera,104 naissances
Jamila,103 naissances
Cathie,103 naissances
Marie-Dominique,102 naissances
Lysiane,102 naissances
Gil,102 naissances
Moïse,102 naissances
Raphaële,102 naissances
Odette,102 naissances
Marie-Jeanne,102 naissances
Jeannine,101 naissances
Angèle,100 naissances
Malik,100 naissances
Fred,100 naissances
Angelo,99 naissances
Marilyn,99 naissances
Marie-Annick,99 naissances
Lina,98 naissances
Yan,98 naissances
Akim,98 naissances
Salah,98 naissances
Gaétane,98 naissances
Eléonore,97 naissances
Cathia,96 naissances
Emile,96 naissances
Carl,95 naissances
Elizabeth,95 naissances
Rebecca,94 naissances
Soïzic,94 naissances
Anne-Catherine,93 naissances
Giovanni,92 naissances
Yaël,92 naissances
Mohammed,91 naissances
Yanick,91 naissances
Johny,91 naissances
Peggy,91 naissances
Ruddy,91 naissances
Flavien,89 naissances
Salvatore,89 naissances
Stephen,89 naissances
Marco,88 naissances
Harry,88 naissances
Pauline,88 naissances
Doriane,87 naissances
Roxane,87 naissances
Morgane,87 naissances
Ketty,86 naissances
Gina,86 naissances
Rui,86 naissances
Elie,86 naissances
Marie-Louise,85 naissances
Doris,85 naissances
Monia,85 naissances
Raymonde,85 naissances
Arnauld,84 naissances
Guénaëlle,84 naissances
Johanna,83 naissances
Karina,83 naissances
Lara,83 naissances
Maïté,82 naissances
Anabelle,82 naissances
Arlette,82 naissances
Abdelkrim,82 naissances
Sidonie,82 naissances
Paule,82 naissances
Kathia,82 naissances
Marie-Andrée,82 naissances
Jésus,81 naissances
Teddy,81 naissances
Tanguy,81 naissances
Renée,81 naissances
Anna-Maria,81 naissances
Huguette,81 naissances
Ronald,80 naissances
Jean-René,80 naissances
Marie-Catherine,80 naissances
Julia,79 naissances
Saïda,79 naissances
Cynthia,79 naissances
Axelle,79 naissances
Laurette,79 naissances
Youssef,78 naissances
Alberto,78 naissances
Morad,78 naissances
Sylvette,78 naissances
Rafaël,78 naissances
Antonia,78 naissances
Angéline,78 naissances
Samantha,77 naissances
Dimitri,77 naissances
Rabah,77 naissances
Hassan,76 naissances
Orlane,76 naissances
Charly,76 naissances
Rita,76 naissances
Abdel,76 naissances
Saliha,75 naissances
Jean-Daniel,75 naissances
Johanne,75 naissances
Marcelle,75 naissances
Nabil,75 naissances
Marie-Isabelle,75 naissances
Hamid,75 naissances
Sergio,74 naissances
Robin,74 naissances
Albane,74 naissances
Yolaine,74 naissances
Steeve,74 naissances
Mercédès,74 naissances
Alfred,73 naissances
Flore,73 naissances
Ricardo,73 naissances
Camille,73 naissances
Annette,72 naissances
Suzy,72 naissances
Fabiola,72 naissances
Déborah,72 naissances
Ginette,71 naissances
Adrien,71 naissances
Karinne,71 naissances
Djamal,71 naissances
Ségolène,70 naissances
Floriane,70 naissances
Anne-Françoise,70 naissances
Erika,70 naissances
Katell,70 naissances
Louise,70 naissances
Alexa,69 naissances
Geoffroy,69 naissances
Sara,69 naissances
Violette,69 naissances
Marthe,68 naissances
Gauthier,68 naissances
Lila,68 naissances
Abdallah,68 naissances
Virginia,68 naissances
Aurélia,68 naissances
Hamed,68 naissances
Yvonne,67 naissances
Fabian,67 naissances
Erik,67 naissances
Rachelle,67 naissances
Marie-Josèphe,67 naissances
Michaëlle,67 naissances
Frédy,67 naissances
Fernanda,67 naissances
Inès,67 naissances
Carlo,67 naissances
Pierre-Emmanuel,67 naissances
Youcef,66 naissances
Ralph,66 naissances
Anne-Christine,66 naissances
Pierre-Olivier,66 naissances
Gino,65 naissances
Kheïra,65 naissances
Marie-Pascale,65 naissances
Noëlla,65 naissances
Sigrid,65 naissances
Maguy,65 naissances
Marie-Sophie,65 naissances
Francky,64 naissances
Bettina,64 naissances
Valentine,64 naissances
Igor,64 naissances
Jean-Emmanuel,64 naissances
Jean-Christian,63 naissances
Lucienne,63 naissances
Abel,63 naissances
Pierre-Jean,62 naissances
Marie-Madeleine,62 naissances
Angel,62 naissances
Marie-Chantal,61 naissances
Moussa,61 naissances
Halima,60 naissances
Sadia,60 naissances
Carolle,60 naissances
Aldo,60 naissances
Marie-Céline,60 naissances
Franco,60 naissances
Kamal,59 naissances
Bruce,59 naissances
Elvire,59 naissances
Claudette,59 naissances
Jennifer,59 naissances
Jeanine,59 naissances
Lisa,58 naissances
Guilaine,58 naissances
Lucette,58 naissances
Hassen,58 naissances
Belkacem,58 naissances
Vanina,58 naissances
Zahia,58 naissances
Latifa,58 naissances
Léon,57 naissances
Ange,57 naissances
Francesco,57 naissances
Paulette,57 naissances
Aïssa,57 naissances
Rénald,57 naissances
Mauricette,57 naissances
Térésa,57 naissances
Priscille,57 naissances
Slimane,56 naissances
Nelson,56 naissances
Sabah,56 naissances
Armando,56 naissances
Georgette,56 naissances
Yasmine,56 naissances
Guenaël,56 naissances
Laïla,56 naissances
Hafida,55 naissances
Daisy,55 naissances
Sabrine,55 naissances
Candice,55 naissances
Ghyslaine,55 naissances
Aymeric,55 naissances
Marius,54 naissances
Aziz,54 naissances
Reine,54 naissances
Giuseppe,54 naissances
Mirella,54 naissances
Harold,54 naissances
Salvador,54 naissances
Marie-Antoinette,53 naissances
Danièla,53 naissances
Samy,53 naissances
Jean-Hugues,53 naissances
Pierre-Marie,53 naissances
Ollivier,53 naissances
Edmond,53 naissances
Dorine,53 naissances
Jules,53 naissances
Flora,53 naissances
Alfredo,52 naissances
Luigi,52 naissances
Bérénice,52 naissances
Elena,52 naissances
Tiphaine,52 naissances
Chérif,52 naissances
Diana,52 naissances
Guilhem,51 naissances
Marie-Caroline,51 naissances
Anouk,51 naissances
Larbi,51 naissances
Rosita,51 naissances
Marie-Lise,51 naissances
Natalia,51 naissances
Habiba,51 naissances
Marika,50 naissances
Augustin,50 naissances
Henry,50 naissances
Marie-Elisabeth,50 naissances
Jonathan,50 naissances
Armel,50 naissances
Tahar,50 naissances
Alix,50 naissances
Joanne,49 naissances
Servane,49 naissances
Sylvestre,49 naissances
Abdelaziz,49 naissances
Janique,49 naissances
Gilberte,49 naissances
Amaury,49 naissances
Carinne,48 naissances
Javier,48 naissances
Pierre-Henri,48 naissances
Eugène,48 naissances
Emilia,48 naissances
Mouloud,48 naissances
Hacène,48 naissances
Arthur,48 naissances
Diego,48 naissances
Marylin,47 naissances
Jean-Denis,47 naissances
Houria,47 naissances
Yvonnick,47 naissances
Sami,47 naissances
Marie-Aude,47 naissances
Thibaut,47 naissances
Julio,47 naissances
Margareth,47 naissances
Janine,47 naissances
Gersende,47 naissances
Sandro,47 naissances
Manuelle,47 naissances
Henrique,47 naissances
Francisca,46 naissances
Anne-France,46 naissances
Francette,46 naissances
Henriette,46 naissances
Fouad,46 naissances
Dina,46 naissances
Yolanda,46 naissances
Eugénie,46 naissances
Yohann,46 naissances
Jeannette,45 naissances
Sandy,45 naissances
Stefan,45 naissances
Yazid,45 naissances
Ana-Maria,45 naissances
Cyriaque,45 naissances
Rosine,45 naissances
Gianni,45 naissances
Rony,45 naissances
Frederik,45 naissances
Auguste,45 naissances
Silvia,45 naissances
Gislaine,44 naissances
Rosalie,44 naissances
Eveline,44 naissances
Léa,44 naissances
Arnault,44 naissances
Janick,44 naissances
Yannis,43 naissances
Steven,43 naissances
Lidia,43 naissances
Gervais,43 naissances
Katie,43 naissances
Aurélien,43 naissances
Jasmine,43 naissances
Jean-Frédéric,43 naissances
Enrique,43 naissances
Jean-David,43 naissances
Leslie,43 naissances
Arielle,43 naissances
Mounir,43 naissances
Magaly,43 naissances
Hakima,42 naissances
Sully,42 naissances
Sofia,42 naissances
Nadiège,42 naissances
Marie-Luce,42 naissances
Rosa-Maria,42 naissances
Virgile,42 naissances
Luisa,42 naissances
Messaoud,42 naissances
Daphné,42 naissances
Franciane,42 naissances
Filipe,42 naissances
Valère,42 naissances
Habib,42 naissances
Cristel,41 naissances
Charline,41 naissances
Souâd,41 naissances
Emeric,41 naissances
Perrine,41 naissances
Mériem,41 naissances
Yveline,41 naissances
Léonard,41 naissances
Noria,41 naissances
Maria-José,41 naissances
Ida,41 naissances
Margaret,41 naissances
Germain,41 naissances
Lolita,40 naissances
Claudio,40 naissances
Flavie,40 naissances
Lucas,40 naissances
Rosette,40 naissances
Cédrick,40 naissances
Marie-Emmanuelle,40 naissances
Nadir,40 naissances
Nacéra,40 naissances
Blaise,40 naissances
Constance,40 naissances
Farouk,40 naissances
Marie-Carmen,39 naissances
Clémence,39 naissances
Nolwenn,39 naissances
Marie-Béatrice,39 naissances
Anne-Claude,39 naissances
Chérifa,39 naissances
Sibylle,39 naissances
Fouzia,39 naissances
Gonzague,39 naissances
Vicente,39 naissances
Jean-Patrick,39 naissances
Jamal,38 naissances
Emma,38 naissances
Miloud,38 naissances
Djilali,38 naissances
Aimé,38 naissances
Smaïl,38 naissances
Guillemette,38 naissances
Youri,38 naissances
César,38 naissances
Jean-Laurent,38 naissances
Carla,38 naissances
Janick,38 naissances
José-Manuel,38 naissances
Giovanna,37 naissances
Nourdine,37 naissances
Tatiana,37 naissances
Annaïg,37 naissances
Ismaël,37 naissances
Josélito,37 naissances
Christopher,37 naissances
Luce,37 naissances
Marylise,37 naissances
Marie-Eve,37 naissances
Boualem,37 naissances
Sylvio,37 naissances
Jean-Manuel,37 naissances
Orlando,37 naissances
Géraud,36 naissances
Madjid,36 naissances
Jean-Guy,36 naissances
Kader,36 naissances
Emilio,36 naissances
Bachir,36 naissances
Carmela,36 naissances
Maria-Dolorès,36 naissances
Luciano,36 naissances
Victoria,36 naissances
José-Luis,36 naissances
Dalida,36 naissances
Erwann,36 naissances
Adélaïde,36 naissances
Faouzi,36 naissances
Lakdar,36 naissances
Mohand,36 naissances
Zoubida,36 naissances
Anabela,36 naissances
Pierre-François,35 naissances
Nourredine,35 naissances
Renan,35 naissances
Marie-Astrid,35 naissances
Mickaëlle,35 naissances
Jérémy,35 naissances
Baya,35 naissances
Safia,35 naissances
Vianney,35 naissances
Pablo,35 naissances
Jean-Loup,35 naissances
Francesca,35 naissances
Andréa,35 naissances
Josian,35 naissances
Gaston,34 naissances
Peter,34 naissances
Alphonse,34 naissances
Ramon,34 naissances
Murièle,34 naissances
Anne-Gaëlle,34 naissances
Jean-Maurice,34 naissances
Josué,34 naissances
Eloïse,34 naissances
Mustafa,34 naissances
Pierre-Alain,34 naissances
Toni,34 naissances
Hans,34 naissances
Valentin,34 naissances
Réginald,34 naissances
Landry,33 naissances
Lorraine,33 naissances
Zakia,33 naissances
Laurie,33 naissances
Arnold,33 naissances
Jean-Max,33 naissances
Léna,33 naissances
Carmelo,33 naissances
Amélia,33 naissances
Rolande,33 naissances
Marie-Gabrielle,33 naissances
Mina,32 naissances
Marie-Alice,32 naissances
Anne-Charlotte,32 naissances
